generatedAt,heroCode,heroKey,heroName,heroEnglishName,slot,skillGroup,skillId,passiveSkillId,skillName,maxLevel,coverageStatus,sourceExtension,coefficientText,textSource
2026-05-21T23:37:09.159Z,27,Alex,亚历克斯,Alex,R,1027500,AlexActive4,None,精准轰炸,3,no_structured_extension_in_er-gamedata,,亚历克斯在指定的地点投放卫星导弹，范围内的敌人承受 {0}(+攻击力的{1})技能伤害，{10}秒间移动速度减少{11}。处于中心地点的敌人承受 {2}(+攻击力的{3})技能伤害。 之后周期性向敌人释放电脉回力，范围内的敌人每{4}秒承受{5}回 {6}(+攻击力的{7})技能伤害，{12}秒间移动速度减少{13}。处于中心位置的敌人承受{8}(+攻击力的{9})技能伤害。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,28,Sua,秀雅,Sua,P,1028100,None,SuaPassive,精神食粮,3,no_structured_extension_in_er-gamedata,,秀雅使用技能后，会获得精神食粮，下一个普攻对敌人造成{1}(+技能增幅{2})的技能伤害，对周围{0}m内的敌人造成{8}(+技能增幅{9})的技能伤害。 恢复精神食粮伤害量{4}的体力。 即使只有一个精神食粮叠层也可以增加{7}攻击速度(叠层上限 : {6})。 通过精神食粮给敌人造成伤害时，秀雅所有技能的冷却时间缩减{5}秒。 冷却缩减效果与承受伤害的目标数无关，只能作用一次。 此普攻也被视为技能攻击。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,28,Sua,秀雅,Sua,Q,1028200,SuaActive1,None,奥德赛,5,no_structured_extension_in_er-gamedata,,秀雅在指定的位置召唤两本书籍，互相碰撞在中心位置，给范围内的敌人造成{0}(+技能增幅{1})的技能伤害，留下书签标识{3}秒。对已有书签的目标留下新书签时，将对目标造成{4}(+技能增幅{5})的技能伤害并晕厥{2}秒。 书籍冲撞地点的敌人承受的伤害增加{8}，{9}秒间移动速度减少{10}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,28,Sua,秀雅,Sua,W,1028300,SuaActive2,None,青鸟,5,no_structured_extension_in_er-gamedata,,队友和自身 : 在{0}秒间吸收{1}(+技能增幅{6})的技能伤害并赋予免疫负面效果的护盾。 敌人 : 对敌人造成{3}(+技能增幅{4})的技能伤害并使其失明{5}秒。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,28,Sua,秀雅,Sua,E,1028400,SuaActive3,None,堂吉诃德,5,no_structured_extension_in_er-gamedata,,秀雅将武器变成枪并向前方突进，对首个命中的敌人造成{0}(+技能增幅{2})的技能伤害，{13}秒间移动速度减少{14}。 对有书签标识状态的敌人造成{3}(+技能增幅{5})的技能伤害，将目标撞至悬空。 堂吉诃德命中时，秀雅根据已失体力恢复{6}(+技能增幅{8}) ~ {9}(+技能增幅{11})的体力。 命中目标敌人时，堂吉诃德冷却缩减{12}。 秀雅在更换武器的期间不受任何负面效果的影响。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,28,Sua,秀雅,Sua,R,1028500,SuaActive4_1,None,记忆力,3,no_structured_extension_in_er-gamedata,,秀雅拥有过目不忘的本领，可以马上掌握最后使用过的技能，并重新使用。 奥德赛: 当书本向中心碰撞时，将会对范围内的敌人造成{0}(+技能增幅{2})的技能伤害，并留下书签标识{3}秒。 对已有书签的目标留下新书签时，将对目标造成{4}(+技能增幅{6})的技能伤害，晕厥{3}秒。 处于书本冲撞中心的敌人承受伤害增加{27}，{28}秒间移动速度减少{29}。 青鸟: 队友和自身 : 吸收{8}(+技能增幅{10})技能伤害并形成免疫负面效果的护盾。 敌人 : 对敌人造成{11}(+技能增幅{13})的伤害并使其失明{14}秒。 堂吉诃德 : 对首个命中的敌人造成{15}(+技能增幅{17})的技能伤害，{1}秒间移动速度减少{5}。 对有书签标识的敌人造成{18}(+技能增幅{20})的技能伤害并使目标悬空。堂吉诃德命中时，秀雅根据已失体力恢复{21}(+技能增幅{23}) ~ {24}(+技能增幅{26})的体力。 秀雅在变更武器的期间不受任何负面效果的影响。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,28,Sua,秀雅,Sua,R,1028510,SuaActive4_2,None,记忆力-奥德赛,3,no_structured_extension_in_er-gamedata,,秀雅在指定的位置召唤两本书籍，互相碰撞在中心位置，给范围内的敌人造成{0}(+技能增幅的{1})技能伤害，留下书签标识{3}秒。对已有书签的目标留下新书签时，将对目标造成{4}(+技能增幅{5})的技能伤害并晕厥{2}秒。 书籍冲撞地点的敌人承受的伤害增加{8}，{9}秒间移动速度减少{10}。,er-gamedata zh-CN fallback
2026-05-21T23:37:09.159Z,28,Sua,秀雅,Sua,R,1028520,SuaActive4_3,None,记忆力-青鸟,3,no_structured_extension_in_er-gamedata,,队友和自身 : 在{0}秒间吸收{1}(+技能增幅{6})的技能伤害并赋予免疫负面效果的护盾。 敌人 : 对敌人造成{3}(+技能增幅的{4})技能伤害并导致敌人失明{5}秒。,er-gamedata zh-CN fallback
2026-05-21T23:37:09.159Z,28,Sua,秀雅,Sua,R,1028530,SuaActive4_4,None,记忆力-堂吉诃德,3,no_structured_extension_in_er-gamedata,,秀雅将武器变成枪并向前方突进，对第一个被击中的敌人造成{0}(+技能增幅{2})的技能伤害，{13}秒间移动速度减少{14}。 对有书签标识状态的敌人造成{3}(+技能增幅{5})技能伤害，将目标撞至悬空。 堂吉诃德命中时，秀雅根据已失体力恢复{6}(+技能增幅{8}) ~ {9}(+技能增幅{11})的体力。 命中目标敌人时，堂吉诃德冷却缩减{12}。 秀雅在变更武器的期间不受任何负面效果的影响。,er-gamedata zh-CN fallback
2026-05-21T23:37:09.159Z,29,Leon,里昂,Leon,P,1029100,None,LeonPassive,人体鱼雷,3,no_structured_extension_in_er-gamedata,,每隔{6}秒发起普攻时生成水滩。里昂在水滩上移动速度会增加{0}，攻击速度会增加{1}。 水上强化 : 位于水滩上的里昂普攻增加{2}(+技能增幅的{5})的额外技能伤害。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,29,Leon,里昂,Leon,Q,1029200,LeonActive1,None,水路,5,no_structured_extension_in_er-gamedata,,里昂向指定方向抛出一条水路，对命中的敌人造成{0}(+技能增幅的{2})技能伤害。 水路和水滩效果相同。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,29,Leon,里昂,Leon,W,1029300,LeonActive2,LeonActive2Passive,水武间,5,no_structured_extension_in_er-gamedata,,里昂赋予自身和周围队友护盾。护盾持续{2}秒间，赋予里昂吸收{0}(+技能增幅的{8})伤害的护盾，同时赋予队友吸收{10}(+技能增幅的{12})伤害的护盾。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,29,Leon,里昂,Leon,E,1029400,LeonActive3,None,潜移,5,no_structured_extension_in_er-gamedata,,里昂集中精神朝向指定位置原地潜水。潜水后从指定的水滩中跃出，造成{0}(+技能增幅的{5})技能伤害并使敌人悬空{2}秒。里昂在潜水时处于无法指定目标的状态，并在浮出水面后生成水滩。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,29,Leon,里昂,Leon,R,1029500,LeonActive4,None,冲浪,3,no_structured_extension_in_er-gamedata,,里昂召唤海浪，并乘风破浪前进，对路径上的敌人造成{0}(+技能增幅{5})技能伤害并被海浪推离至海浪消失。对被海浪冲撞至墙壁的敌人造成{7}(+技能增幅{9})的技能伤害，并使其悬空{6}秒。将在海浪消失时的位置上生成水滩。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,30,Eleven,Eleven,Eleven,P,1030100,None,ElevenPassive,美食主播,3,no_structured_extension_in_er-gamedata,,独有被动效果 : Eleven将面包和肉组合在一起制作成11号套餐。 根据基本技能命中的敌人数，最多将在地上掉落{2}个汉堡。Eleven踩中掉落在地上的汉堡时恢复体力上限{0}体力，汉堡被敌人踩中时会被摧毁。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,30,Eleven,Eleven,Eleven,Q,1030200,ElevenActive1,None,汉堡少女,5,no_structured_extension_in_er-gamedata,,蓄力 : Eleven准备使用汉堡叉向下发起攻击，此时Eleven的移动速度减少{0}。 使用 : Eleven使用汉堡叉向下发起攻击，造成{1}(+攻击力{2})(+目标体力上限{3})~{4}(+攻击力{5})(+目标体力上限{6})技能伤害，使敌人{7}秒间的移动速度减少{8}~{9}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,30,Eleven,Eleven,Eleven,W,1030300,ElevenActive2,None,开播啦！,5,no_structured_extension_in_er-gamedata,,蓄力 : Eleven准备挑衅敌人。承受的最终伤害减少{10}，移动速度降低{0}。 使用 : Eleven挑衅范围内的敌人{1}~{2}秒，并造成{3}(+攻击力{4})(+额外体力{5})~{6}(+攻击力{7})(+额外体力{8})技能伤害。此外，伤害量减少效果将额外增加{9}秒。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,30,Eleven,Eleven,Eleven,E,1030400,ElevenActive3,None,汉堡骑越,5,no_structured_extension_in_er-gamedata,,蓄力 : Eleven准备借助汉堡叉跳跃。根据蓄力时间增加跳跃距离。 使用 : Eleven借助汉堡叉跳跃造成{0}(+攻击力{1})(+额外体力{2})~{3}(+攻击力{4})(+额外体力{5})技能伤害并推开目标。跳跃期间处于免疫所有负面效果的状态。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,30,Eleven,Eleven,Eleven,R,1030500,ElevenActive4,None,美食风暴,3,no_structured_extension_in_er-gamedata,,Eleven{0}秒间恢复体力上限{1}的体力，每{2}秒对周围敌人造成{3}(+攻击力{4})(+额外体力{5})的技能伤害。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,31,Rio,莉央,Rio,P,1031100,None,RioPassive,集中,3,no_structured_extension_in_er-gamedata,,莉央的普攻和技能根据暴击率降低敌人{3}(每{2}暴击率+{0})防御力后造成伤害。 莉央的普攻不能造成暴击但是会增加伤害{1}(+暴击率* ({4} + 暴击伤害增加量))。 普攻伤害量与暴击率成比例增加。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,31,Rio,莉央,Rio,Q,1031200,RioActive1Short,None,替弓,5,no_structured_extension_in_er-gamedata,,被动: 使用普攻与技能造成伤害的同时可累积皆中叠层，达到{0}叠层时，下一个普攻可触发额外效果。 单弓 : {1}秒内，移动速度增加{2}，攻击速度增加{3}。 和弓 : 下一次普攻射程增加{6}，目标每失去{4}体力时，伤害增加{5}。 使用效果 : 莉央将武器变更为单弓与和弓。 单弓 : 普攻造成(攻击力{7} * (普攻增幅))普攻伤害，额外发射{10}支箭矢，每支造成(攻击力{8} * (普攻增幅))的额外普攻伤害。 单弓 : 普攻时，强力发射1支箭造成(攻击力{9} * (普攻增幅))伤害。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,31,Rio,莉央,Rio,W,1031300,RioActive2Short,None,分离,5,no_structured_extension_in_er-gamedata,,分离命中时，莉央的冷却时间缩减{8}秒。 单弓 : 在扇形范围内朝指定方向连续发射箭矢，造成 {0}(+攻击力的{1})技能伤害并在敌人的位置形成持续{2}秒的风力，降低敌人的移动速度{3}。连续射中一个目标的箭会造成{9}伤害。 和弓 : 朝指定方向发射出一支强有力的箭矢造成{4}(+攻击力的{5})技能伤害，并对后面的敌人造成{6}(+攻击力的{7})的技能伤害。承受伤害的目标在{10}秒间移动速度减少{11}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,31,Rio,莉央,Rio,E,1031400,RioActive3Short,None,箭越,5,no_structured_extension_in_er-gamedata,,单弓 : 莉央朝指定方向进行翻越，普攻射程内最多可以向{0}位敌人发射{12}支箭各造成{1}(+攻击力的{2})技能伤害。命中获得皆中叠层上限。 和弓 : 莉央朝指定方向进行翻越，普攻射程内最多可以向{0}位敌人发射1支箭造成{4}(+攻击力的{5})技能伤害，并在敌人周围{6}内造成{7}(+攻击力的{8})范围技能伤害。命中敌人时获得皆中叠层上限。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,31,Rio,莉央,Rio,R,1031500,RioActive4Short,None,连矢 / 正射必中,3,no_structured_extension_in_er-gamedata,,施法连矢 / 正射必中时，此时皆中叠层达到上限。 单弓 : 莉央快速朝指定的方向发射{0}支箭各造成{1}(+攻击力{2})的技能伤害并推开敌人，缩减连矢/正射必中的冷却时间{11}秒。发射{0}支箭后，再次发射出1支强力的箭矢，被击中的敌人承受{3}(+攻击力的{4})技能伤害并震退{9}。被震退的敌人如果撞到墙，将对其造成技能伤害{16}(+攻击力的{17})并晕厥{10}秒。 和弓 : 开弓射箭，被击中的人承受{5}(+攻击力的{6})范围技能伤害，承受伤害的目标{7}秒间移动速度减少{8}。发射{12}秒后箭的速度增加{13}，伤害量增加{14}，移动速度减少持续时间增加{15}。箭在击中目标或飞到范围末端后消失。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,32,William,威廉,William,P,1032100,None,WilliamPassive,热身,3,no_structured_extension_in_er-gamedata,,威廉的普攻每{0}秒从敌人身上弹回一个棒球，并在威廉附近停留{4}秒。威廉捡起棒球并在{5}秒内发起下一次普攻时，下一次普攻射程增加{2}、造成(+攻击力的{1}) * (普攻增幅)普攻伤害。 捡起棒球可维持{3}秒的热身叠层。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,32,William,威廉,William,Q,1032200,WilliamActive1,None,变化球,5,no_structured_extension_in_er-gamedata,,被动: 只有在获得热身叠层上限时才能使用技能。 威廉{0}秒间攻击速度提高{1}，普攻额外投掷一个棒球，造成攻击力的{2} * (普攻增幅)普攻伤害。热身的额外伤害仅适用于第一个球，并延长变化球的持续时间{3}秒。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,32,William,威廉,William,W,1032300,WilliamActive2,None,挥臂投球,5,no_structured_extension_in_er-gamedata,,威廉朝指定方向扔出一个强力球，路径上的敌人承受 {0}(+攻击力的{1})技能伤害，{4}秒间移动速度减少{5}。 稍后在棒球原路返回至威廉的路径上，适用同等伤害和减速效果，并获得热身叠层。在棒球投掷和返回的路径上被命中两次的敌人， 晕厥{6}秒。 投手丘: 威廉生成一个持续{2}秒的投手丘，击退范围内的敌人。站在投手丘上时，热身的球将弹回至威廉并使防御力增加{3}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,32,William,威廉,William,E,1032400,WilliamActive3,WilliamActive3Passive,滑垒接球,5,no_structured_extension_in_er-gamedata,,被动 : 朝棒球所在方向移动时，移动速度增加{1}。 威廉快速滑到棒球落点处。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,32,William,威廉,William,R,1032500,WilliamActive4,None,王牌投球,3,no_structured_extension_in_er-gamedata,,威廉跳到空中向指定地点投掷棒球，范围内的敌人承受 {0}(+攻击力的{1})技能伤害，{2}秒间移动速度减少{3}。处于范围中心的敌人{4}秒间移动速度减少{5} 。 球在撞击后从中心位置反弹出四个球并在地面停留{6}秒。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,33,Nicky,妮琪,Nicky,P,1033100,None,NickyPassive,狂躁,3,no_structured_extension_in_er-gamedata,,妮琪将承受敌方实验体伤害量转为愤怒值，最多可达妮琪体力上限的{0}。非战斗状态下，愤怒值会慢慢减少。 愤怒值达到上限时，{1}秒间处于狂躁状态。狂躁状态下，普攻或技能伤害命中实验体时，将重置持续时间。 狂躁 状态下，攻击速度增加{2}，对普攻目标和周围敌人造成{10}(+技能增幅的{12})的额外技能伤害。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,33,Nicky,妮琪,Nicky,Q,1033200,NickyActive1_1,None,格斗动作,5,no_structured_extension_in_er-gamedata,,格斗动作 : 妮琪用拳头蓄力，移动速度降低{0}。再次使用技能时，短暂击退第一个冲撞的敌人并造成{1}(+技能增幅的{9})~{3}(+技能增幅的{10})技能伤害。命中敌人时，冷却时间减少{8}，可以使用技能特技动作。 特技动作 : 给前方范围内的敌人造成 {5}(+技能增幅的{11})技能伤害，每命中一个敌人充能{12}(+技能增幅的{14})愤怒值。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,33,Nicky,妮琪,Nicky,Q,1033210,NickyActive1_2,None,特技动作,5,no_structured_extension_in_er-gamedata,,格斗动作 : 妮琪用拳头蓄力，移动速度降低{0}。再次使用技能时，短暂击退第一个冲撞的敌人并造成{1}(+技能增幅的{9})~{3}(+技能增幅的{10})技能伤害。命中敌人时，冷却时间减少{8}，可以使用技能特技动作。 特技动作 : 给前方范围内的敌人造成 {5}(+技能增幅的{11})技能伤害，每命中一个敌人充能{12}(+技能增幅的{14})愤怒值。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,33,Nicky,妮琪,Nicky,W,1033300,NickyActive2_1,None,格挡 & 反击,5,no_structured_extension_in_er-gamedata,,格挡 : 向鼠标所指方向采取战斗姿势，{0}秒间所有承受伤害减少{1}，免疫所有负面效果。成功减少伤害或是免疫移动受损效果时，{2}秒间可以使用 愤怒重拳！，持续时间结束后激活反击。 反击 : 在保持减少承受伤害的状态下突进，对周围的敌人造成{10}(+技能增幅的{12})技能伤害，{4}秒间移动速度减缓{5}并在持续时间内逐渐恢复。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,33,Nicky,妮琪,Nicky,E,1033400,NickyActive3_1,None,重拳,5,no_structured_extension_in_er-gamedata,,重拳 : 妮琪给前方敌人一击重拳，造成 {0}(+技能增幅的{9})技能伤害，敌人{2}秒间移动速度减少{3}。 愤怒重拳！ : 格挡成功时可以使用愤怒重拳！。愤怒重拳！给前方敌人造成{4}(+技能增幅的{10})技能伤害，同时移动速度{6}秒间减少{7}，晕厥{8}秒。 愤怒重拳！不与重拳共享冷却时间。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,33,Nicky,妮琪,Nicky,E,1033410,NickyActive3_2,None,愤怒重拳！,5,no_structured_extension_in_er-gamedata,,重拳 : 妮琪给前方敌人一击重拳，造成 {0}(+技能增幅的{9})技能伤害，敌人{2}秒间移动速度减少{3}。 愤怒重拳！ : 格挡成功时可以使用愤怒重拳！。愤怒重拳！给前方敌人造成{4}(+技能增幅的{10})技能伤害，同时移动速度{6}秒间减少{7}，晕厥{8}秒。 愤怒重拳！不与重拳共享冷却时间。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,33,Nicky,妮琪,Nicky,R,1033500,NickyActive4,None,愤怒的上勾拳！,3,no_structured_extension_in_er-gamedata,,妮琪以敌人实验体为目标突进，使用上勾拳攻击并造成{10}(+技能增幅的{12})的技能伤害，使目标悬空{1}秒。狂躁状态下，造成 {13}(+技能增幅的{15})的技能伤害。 突进时处于无法阻止的状态。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,34,Nathapon,纳塔朋,Nathapon,P,1034100,None,NathaponPassive,摄影技巧,3,no_structured_extension_in_er-gamedata,,纳塔朋捕捉每一个珍贵的瞬间，将之记录在相机里。纳塔朋使用的相机攻速固定，普攻无法造成暴击，但普攻时可以给敌人造成{0}(+攻击速度{1})(+技能增幅{2})的额外技能伤害。 焦距 : 对敌人造成技能或普攻伤害时获得焦距叠层。焦距最多可叠加至{3}次，每个叠层能使纳塔朋技能造成的伤害增加{4}。 潜行相机 : 望远监视器和树枝组合起来可以制作具有隐身效果的潜行相机。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,34,Nathapon,纳塔朋,Nathapon,Q,1034200,NathaponActive1,None,快拍,5,no_structured_extension_in_er-gamedata,,纳塔朋在指定地点拍照，造成{2}(+技能增幅的{7})技能伤害。被赋予{4}个焦距叠层的敌人，短时间内降低移动速度和攻击速度。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,34,Nathapon,纳塔朋,Nathapon,W,1034300,NathaponActive2,None,时间轨迹,5,no_structured_extension_in_er-gamedata,,纳塔朋设置一个延时相机，每秒对范围内的敌人造成{0}(+技能增幅的{8})技能伤害。范围内敌人移动速度降低{2}。 最后一瞬被拍到的敌人，承受{3}(+技能增幅的{7})额外技能伤害并被束缚{5}秒。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,34,Nathapon,纳塔朋,Nathapon,E,1034400,NathaponActive3,NathaponActive3Passive,时光倒影,5,no_structured_extension_in_er-gamedata,,纳塔朋发射对焦框。被命中的敌人承受{0}(+技能增幅的{10})伤害，并在{2}秒内减速{3}。对焦框命中敌人时，会在该位置留下一个标识。{4}秒过后，纳塔朋在{5}秒间对敌人发起普攻时，给对焦框击中的敌人造成{6}(+技能增幅的{11})技能伤害并将其传送回标识位置。针对被对焦框命中的敌人，纳塔朋的射程增加到{8}m并适用摄影技巧的额外伤害。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,34,Nathapon,纳塔朋,Nathapon,R,1034500,NathaponActive4,None,定位拍摄,3,no_structured_extension_in_er-gamedata,,纳塔朋设置一个定时器，{0}秒后拍摄范围内的所有目标。被拍摄的目标在{1}秒内呈凝滞状态。被拍到的敌人立即被赋予{2}个焦距叠层。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,35,Jan,扬,Jan,P,1035100,None,JanPassive,狂热意志,3,no_structured_extension_in_er-gamedata,,每当扬对敌人造成伤害时，获得1个狂热意志叠层。当狂热意志叠层达到{0}以上时下一个技能会消耗该层数，技能膝踢、战斧飞踼及闪烁的冷却时间减少{4}并强化该技能。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,35,Jan,扬,Jan,Q,1035200,JanActive1_1,None,膝踢,5,no_structured_extension_in_er-gamedata,,膝踢 : 扬使用膝盖对范围内的敌人造成{0}(+额外攻击力{1})(+技能增幅{6})(+敌人体力上限{11})技能伤害，并使敌人的移动速度在{2}秒间减少{3}。再次施法可以使用飞膝踢。 强化效果 : 承受伤害的敌人{4}秒间防御力减少{5}。 飞膝踢 : 扬使用使用膝盖对敌人造成{7}(+额外攻击力的{8})(+技能增幅的{9})(+敌人体力上限{12})技能伤害并将敌人悬空{10}秒。 强化效果 : 飞膝踢命中敌人造成伤害时，重置技能闪烁的冷却时间。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,35,Jan,扬,Jan,Q,1035210,JanActive1_2,None,飞膝踢,5,no_structured_extension_in_er-gamedata,,膝踢 : 扬使用膝盖对范围内的敌人造成{0}(+额外攻击力的{1})(+技能增幅{6})(+敌人体力上限{11})的技能伤害，并使敌人的移动速度在{2}秒间减少{3}。再次施法可以使用飞膝踢。 强化效果 : 承受伤害的敌人{4}秒间防御力减少{5}。 飞膝踢 : 扬使用使用膝盖对敌人造成{7}(+额外攻击力{8})(+技能增幅{9})(+敌人体力上限{12})的技能伤害并将敌人悬空{10}秒。 强化效果 : 飞膝踢命中敌人造成伤害时，重置技能闪烁的冷却时间。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,35,Jan,扬,Jan,W,1035300,JanActive2,None,战斧飞踼,5,no_structured_extension_in_er-gamedata,,扬使用战斧飞踼对范围内的敌人造成{0}(+额外攻击力{1})(+技能增幅{6})技能伤害。被外围命中的敌人将被击退，被击退的敌人如果撞墙，将承受{10}(+额外攻击力{11})(+技能增幅{12})额外技能伤害并陷入{5}秒的晕厥。 强化效果 : 伤害量增加{2}(+额外攻击力{3})(+技能增幅{7})，同时击退战斧飞踼范围内所有敌人，被击退的敌人如果撞到墙，将承受{10}(+额外攻击力{11})(+技能增幅{12})额外技能伤害并陷入{4}秒的晕厥。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,35,Jan,扬,Jan,E,1035400,JanActive3,None,闪烁,5,no_structured_extension_in_er-gamedata,,扬向前突进，下一个普攻强化造成{0}(+额外攻击力{1})(+技能增幅{5})(+敌人体力上限{6})的技能额外伤害。下一个技能膝踢、战斧飞踼命中时，根据该技能伤害量恢复{2}~{3}的已失体力。(当体力降低到40%时适用体力恢复上限)可以在使用技能战斧飞踼的同时施放技能闪烁。 强化效果 : 缩减闪烁冷却{4}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,35,Jan,扬,Jan,R,1035500,JanActive4,None,擂台之魂,3,no_structured_extension_in_er-gamedata,,扬召唤一个可以维持{0}秒的方形擂台，获得{9}个狂热意志叠层。触碰到擂台绳圈的敌人承受{1}(+额外攻击力的{2})(+技能增幅的{10})技能伤害，并在{3}秒间减少{4}移动速度，被击退至擂台绳圈的敌人将反弹回擂台中心。擂台绳索触碰后立即消失。在擂台范围内参与击杀敌方实验体时，立即获得{6}个狂热意志叠层，同时移动速度{7}秒间增加{8}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,36,Eva,伊娃,Eva,P,1036100,None,EvaPassive,念力,3,no_structured_extension_in_er-gamedata,,念力 : 伊娃{6}级别以后可以远程操控物品箱子、钓鱼、采集、复活濒死队友以及航空补给箱。战斗中的远程操作仅适用于航空补给箱、采集陨石、生命树枝和生命体。 伊娃每{2}秒普攻射程增加{13}，造成{0}(+技能增幅的{12})的技能伤害。 非战斗中每{8}秒获得{9}Vital Force能量，成功击杀实验体获得{10}，助攻获得{11}。强化普攻命中时，获得{7}Vital Force能量。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,36,Eva,伊娃,Eva,Q,1036200,EvaActive1_1,None,光影球,5,no_structured_extension_in_er-gamedata,,伊娃发射一枚穿透性的球体，对路径上的敌人造成{0}(+技能增幅的{5})技能伤害。球体在飞到射程末端或再次使用技能时爆炸，范围内的敌人承受 {2}(+技能增幅的{6})技能伤害。 如果爆炸时命中敌人冷却缩减{7}秒。 技能命中获得Vital Force能量{4}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,36,Eva,伊娃,Eva,Q,1036210,EvaActive1_2,None,光影球,5,no_structured_extension_in_er-gamedata,,伊娃发射一枚穿透性的球体，对路径上的敌人造成{0}(+技能增幅的{5})技能伤害。球体在飞到射程末端或再次使用技能时爆炸，范围内的敌人承受 {2}(+技能增幅的{6})技能伤害。 如果爆炸时命中敌人冷却缩减{7}秒。 技能命中获得Vital Force能量{4}。,er-gamedata zh-CN fallback
2026-05-21T23:37:09.159Z,36,Eva,伊娃,Eva,W,1036300,EvaActive2,None,光之旋涡,5,no_structured_extension_in_er-gamedata,,伊娃在指定的位置生成一个维持{4}秒的光之旋涡，范围内的敌人承受{0}(+技能增幅的{10})技能伤害。停留在范围内的敌人移动速度减少{8}。 光之旋涡持续时间结束时，范围内的敌人承受 {2}(+技能增幅的{11})技能伤害，位于范围中心的敌人悬空{6}秒。 技能命中获得Vital Force能量{9}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,36,Eva,伊娃,Eva,E,1036400,EvaActive3_1,None,幻步,5,no_structured_extension_in_er-gamedata,,伊娃{9}秒内移动速度增加{10}，进入只能移动的状态，并获得{8}Vital Force。此时免疫移动速度减少效果。 此外，{4}秒内可以不受地形限制获得视野，持续期间内对敌人造成技能伤害时，将发射{5}秒的VF能量球，造成{0}(+技能增幅的{7})的技能伤害。 VF能量球不会对VF觉醒普攻伤害的目标触发，而是触发于承受叠层伤害的目标。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,36,Eva,伊娃,Eva,R,1036500,EvaActive4,None,VF觉醒,3,no_structured_extension_in_er-gamedata,,伊娃集中精神朝指定方向投射VF觉醒的力量，每{0}秒给范围内的敌人造成{1}(+技能增幅的{8})技能伤害，并赋予敌人叠层。被赋予{2}叠层的目标承受 {3}(+技能增幅的{9})技能伤害并重置叠层。 使用VF 觉醒技能至少需要{5}Vital Force能量，投射时每{6}秒消耗{7}。,dak.gg api zh-CN
2026-05-21T23:37:09.159Z,37,Daniel,丹尼尔,Daniel,P,1037100,None,DanielPassive,孤独的艺术家,3,no_structured_extension_in_er-gamedata,,丹尼尔在夜晚变成孤独的艺术家，和其他实验体相比夜间视野增加{0}，移动速度增加{1}。,dak.gg api zh-CN
